transaction_id,account_id,transaction_date,transaction_type,amount,currency_code,running_balance,channel
TXN000000057,ACCT200445,2026-06-30,Withdrawal,4237.92,USD,21223.68,ATM
TXN000000058,ACCT200584,2025-10-14,Transfer,4919.68,USD,41569.58,Online
TXN000000059,ACCT200165,2025-01-07,Deposit,1523.51,USD,27726.54,Mobile
TXN000000060,ACCT201832,2024-12-29,Transfer,1716.33,USD,11871.28,Mobile
TXN000000061,ACCT202253,2025-04-03,Transfer,2645.4,USD,20372.86,Online
TXN000000062,ACCT202642,2026-07-20,Withdrawal,3620.67,USD,2670.02,ATM
TXN000000063,ACCT201849,2025-09-16,Transfer,95.18,USD,41112.84,ATM
TXN000000064,ACCT202312,2025-03-21,Withdrawal,328.88,USD,14467.48,ATM
TXN000000065,ACCT200064,2024-10-17,Transfer,2268.27,USD,12762.2,Mobile
TXN000000066,ACCT201650,2026-01-11,Transfer,3532.28,USD,31188.78,ATM
TXN000000067,ACCT202557,2025-04-16,Withdrawal,1882.46,USD,39025.93,Online
TXN000000068,ACCT202263,2025-12-21,Transfer,3798.68,USD,37300.95,ATM
TXN000000069,ACCT201868,2024-09-11,Deposit,2613.45,USD,7259.05,Mobile
TXN000000070,ACCT202372,2025-11-19,Withdrawal,4759.92,CAD,12410.04,Online
TXN000000071,ACCT200421,2025-03-07,Deposit,3862.64,USD,44366.92,ATM
TXN000000072,ACCT200796,2025-10-10,Payment,4453.25,USD,5417.74,Mobile
TXN000000073,ACCT200913,2025-02-18,Deposit,710.75,USD,48455.5,Online
TXN000000074,ACCT202293,2024-08-20,Payment,278.59,USD,31110.89,Branch
TXN000000075,ACCT202285,2025-12-18,Withdrawal,1992.98,EUR,5885.83,Mobile
TXN000000076,ACCT200125,2024-08-05,Transfer,873.7,USD,10795.34,ATM
TXN000000077,ACCT200934,2025-08-09,Withdrawal,1105.88,USD,33507.33,ATM
TXN000000078,ACCT201481,2025-02-11,Transfer,4493.12,USD,26010.43,ATM
TXN000000079,ACCT202298,2026-07-07,Transfer,4180.68,GBP,49046.83,Mobile
TXN000000080,ACCT201411,2026-04-18,Payment,4436.98,USD,5890.26,Branch
TXN000000081,ACCT202319,2025-06-21,Transfer,1709.99,USD,27462.61,Mobile
TXN000000082,ACCT200603,2026-05-28,Withdrawal,3816.71,USD,27225.02,Branch
TXN000000083,ACCT202707,2026-05-12,Deposit,3919.09,USD,19121.69,Online
TXN000000084,ACCT201666,2025-07-23,Transfer,4617.69,USD,10831.61,ATM
TXN000000085,ACCT201744,2024-11-02,Deposit,4153.92,USD,44114.34,Mobile
TXN000000086,ACCT202164,2025-01-13,Withdrawal,1687.58,GBP,46191.3,Branch
TXN000000087,ACCT200786,2025-10-20,Transfer,1996.36,USD,7447.6,ATM
TXN000000088,ACCT201272,2025-07-11,Payment,1363.15,USD,44949.7,Mobile
TXN000000089,ACCT200672,2026-03-13,Withdrawal,1122.55,USD,325.67,Mobile
TXN000000090,ACCT201778,2025-11-16,Transfer,4537.16,USD,19464.31,Mobile
TXN000000091,ACCT200478,2026-04-13,Payment,3817.45,USD,25194.97,Branch
TXN000000092,ACCT202737,2026-04-29,Deposit,3061.39,USD,41178.03,Mobile
TXN000000093,ACCT200104,2026-07-18,Deposit,335.78,USD,26390.62,ATM
TXN000000094,ACCT201143,2026-07-09,Deposit,3151.16,USD,3658.14,Mobile
TXN000000095,ACCT200222,2025-08-30,Withdrawal,3869.4,USD,43144.92,ATM
TXN000000096,ACCT202385,2025-09-10,Payment,3212.16,USD,31348.88,Branch
TXN000000097,ACCT201508,2024-09-22,Deposit,1402.6,USD,840.9,Online
TXN000000098,ACCT201813,2024-10-09,Withdrawal,1956.74,USD,2909.1,Mobile
TXN000000099,ACCT200572,2025-09-01,Transfer,3816.02,USD,20582.31,Branch
TXN000000100,ACCT200561,2025-08-17,Withdrawal,2779.55,USD,4603.48,Mobile
TXN000000101,ACCT202561,2024-11-10,Payment,4614.53,USD,46154.5,Mobile
TXN000000102,ACCT202315,2024-10-03,Transfer,3010.98,USD,38455.66,Online
TXN000000103,ACCT201627,2026-02-28,Payment,3374.79,USD,13139.95,Mobile
TXN000000104,ACCT200812,2026-07-14,Deposit,1164.4,USD,46862.08,Mobile
TXN000000105,ACCT201286,2026-02-22,Withdrawal,4653.4,GBP,10130.93,Mobile
TXN000000106,ACCT201643,2026-02-24,Deposit,2725.7,USD,3957.54,Branch
TXN000000107,ACCT200672,2024-08-26,Transfer,397.58,USD,8169.14,Online
TXN000000108,ACCT200896,2025-06-27,Transfer,1193.68,USD,25664.72,ATM
TXN000000109,ACCT200542,2025-05-10,Withdrawal,2732.83,USD,48821.66,Online
TXN000000110,ACCT200779,2026-05-16,Deposit,376.31,USD,33393.81,Online
TXN000000111,ACCT201083,2026-03-13,Withdrawal,3631.3,USD,8434.68,ATM
TXN000000112,ACCT200195,2026-03-05,Deposit,1980.96,USD,25513.43,Mobile
TXN000000113,ACCT200387,2026-01-01,Withdrawal,1427.38,USD,2645.01,Online
TXN000000114,ACCT202793,2024-08-14,Deposit,512.57,USD,23519.9,Branch
TXN000000115,ACCT200580,2025-03-29,Payment,3705.88,USD,24982.92,ATM
TXN000000116,ACCT200764,2025-12-20,Deposit,4170.62,USD,31953.12,Mobile
TXN000000117,ACCT202412,2026-03-08,Withdrawal,916.05,USD,31413.28,Online
TXN000000118,ACCT201719,2025-10-12,Deposit,2732.89,USD,36727.4,Online
TXN000000119,ACCT202484,2026-07-06,Withdrawal,3790.6,USD,43329.18,Online
TXN000000120,ACCT202209,2025-04-29,Deposit,579.35,USD,25765.02,ATM
TXN000000121,ACCT201304,2026-06-13,Withdrawal,1695.66,EUR,28621.27,Online
TXN000000122,ACCT200093,2025-03-25,Withdrawal,3515.58,USD,27229.92,ATM
TXN000000123,ACCT201649,2025-09-09,Transfer,4972.37,USD,22678.69,Mobile
TXN000000124,ACCT201649,2025-12-14,Payment,2484.84,USD,45015.63,ATM
TXN000000125,ACCT200600,2025-11-25,Payment,82.23,USD,38226.8,Online
TXN000000126,ACCT200588,2026-01-05,Deposit,4204.2,USD,9022.45,ATM
TXN000000127,ACCT201343,2026-01-03,Transfer,435.51,USD,19667.84,Mobile
TXN000000128,ACCT201499,2025-07-15,Deposit,1678.58,USD,49443.67,Mobile
TXN000000129,ACCT201085,2026-03-11,Withdrawal,755.95,USD,3643.11,ATM
TXN000000130,ACCT200713,2024-08-25,Deposit,2855.24,USD,16369.63,Online
TXN000000131,ACCT201870,2025-02-01,Transfer,4774.68,USD,27876.32,ATM
TXN000000132,ACCT202792,2024-11-09,Deposit,2152.66,USD,30448.06,Online
TXN000000133,ACCT202239,2025-05-03,Payment,4765.67,USD,6343.7,Mobile
TXN000000134,ACCT201355,2025-01-10,Transfer,4757.24,USD,34589.66,Online
TXN000000135,ACCT202221,2026-01-09,Withdrawal,3597.35,USD,35837.55,Online
TXN000000136,ACCT201195,2025-06-26,Transfer,1494.2,USD,30279.88,Mobile
TXN000000137,ACCT202497,2026-06-26,Withdrawal,3149.43,USD,32363.54,Online
TXN000000138,ACCT201850,2025-07-19,Transfer,2540.14,USD,48121.5,Mobile
TXN000000139,ACCT200146,2025-06-01,Transfer,2209.82,USD,17846.89,Online
TXN000000140,ACCT202228,2025-10-24,Withdrawal,1955.53,EUR,9799.44,Mobile
TXN000000141,ACCT202689,2026-01-28,Deposit,4669.85,USD,22600.32,Online
TXN000000142,ACCT200319,2025-06-01,Payment,322.09,USD,31390.95,Mobile
TXN000000143,ACCT202027,2025-07-27,Transfer,2464.89,USD,27098.84,Mobile
TXN000000144,ACCT202353,2026-01-27,Payment,2531.5,USD,35926.99,Online
TXN000000145,ACCT200530,2025-01-30,Withdrawal,2886.14,USD,24695.36,Mobile
TXN000000146,ACCT202634,2024-10-30,Withdrawal,3409.41,USD,32.73,ATM
TXN000000147,ACCT202794,2026-05-04,Transfer,1191.22,USD,2593.6,Online
TXN000000148,ACCT200122,2025-05-06,Transfer,4339.6,USD,37778.36,Online
TXN000000149,ACCT202537,2026-06-10,Withdrawal,2285.89,USD,1915.79,ATM
TXN000000150,ACCT200687,2025-02-16,Deposit,2711.14,EUR,38918.95,Online
TXN000000151,ACCT201534,2025-10-20,Deposit,916.87,USD,26179.24,Online
TXN000000152,ACCT201614,2025-05-21,Deposit,1768.33,USD,40761.33,Online
TXN000000153,ACCT202614,2025-05-13,Deposit,4758.44,USD,34176.28,Mobile
TXN000000154,ACCT201102,2024-08-13,Transfer,4152.39,USD,11109.86,Mobile
TXN000000155,ACCT202237,2026-06-19,Payment,4619.24,USD,46726.82,Online
TXN000000156,ACCT200673,2026-04-17,Deposit,3423.92,EUR,45799.86,Online
TXN000000157,ACCT201383,2026-07-09,Transfer,4661.14,EUR,8894.93,Mobile
TXN000000158,ACCT201593,2025-08-02,Deposit,2879.34,GBP,20182.57,ATM
TXN000000159,ACCT200910,2026-03-22,Withdrawal,3041.65,USD,34321.87,Branch
TXN000000160,ACCT202066,2024-07-26,Deposit,3554.52,USD,18461.57,Branch
TXN000000161,ACCT202645,2024-12-04,Withdrawal,1317.93,USD,19313.95,Mobile
TXN000000162,ACCT201328,2025-09-19,Deposit,1605.6,EUR,24388.42,ATM
TXN000000163,ACCT201071,2025-11-25,Deposit,974.83,USD,31406.39,Branch
TXN000000164,ACCT202766,2025-07-20,Payment,4122.52,USD,3725.48,Mobile
TXN000000165,ACCT201971,2025-01-03,Withdrawal,828.25,GBP,9957.39,Mobile
TXN000000166,ACCT201366,2026-02-25,Withdrawal,1349.32,USD,1884.53,Mobile
TXN000000167,ACCT200860,2026-03-30,Withdrawal,445.6,GBP,14682.5,Branch
TXN000000168,ACCT201342,2025-08-09,Deposit,1086.9,USD,8675.48,ATM
TXN000000169,ACCT200878,2026-05-03,Payment,2381.9,USD,42293.77,ATM
TXN000000170,ACCT200975,2024-10-27,Transfer,2239.4,USD,15866.01,Branch
TXN000000171,ACCT202542,2024-12-30,Deposit,4233.79,USD,34856.3,ATM
TXN000000172,ACCT200446,2025-09-21,Deposit,3849.95,USD,4356.85,Mobile
TXN000000173,ACCT200726,2024-08-12,Withdrawal,3080.52,USD,47398.76,Branch
TXN000000174,ACCT202423,2025-04-27,Withdrawal,2809.62,USD,30253.59,Mobile
TXN000000175,ACCT201957,2025-07-09,Deposit,1808.13,USD,11750.5,ATM
TXN000000176,ACCT202284,2024-10-19,Payment,1744.84,USD,8139.48,Branch
TXN000000177,ACCT201355,2024-11-19,Withdrawal,4564.9,USD,38792.96,Online
TXN000000178,ACCT201328,2024-10-18,Payment,2919.92,EUR,20775.63,Mobile
TXN000000179,ACCT202207,2025-05-30,Withdrawal,1496.76,USD,8379.49,Online
TXN000000180,ACCT201383,2026-05-14,Withdrawal,4915.85,EUR,44658.55,Online
TXN000000181,ACCT202589,2026-05-05,Withdrawal,2943.66,USD,48226.77,Mobile
TXN000000182,ACCT201299,2026-02-15,Transfer,4208.67,USD,14401.63,ATM
TXN000000183,ACCT201247,2026-04-15,Payment,4552.88,USD,48381.72,Mobile
TXN000000184,ACCT201753,2026-06-20,Payment,131.85,USD,46628.73,Branch
TXN000000185,ACCT200161,2026-04-15,Deposit,4009.1,EUR,18625.18,Online
TXN000000186,ACCT202651,2025-06-24,Payment,368.38,GBP,11821.06,ATM
TXN000000187,ACCT200474,2024-12-07,Transfer,4343.08,USD,3462.13,Branch
TXN000000188,ACCT201392,2025-11-01,Withdrawal,2611.33,EUR,31670.89,Online
TXN000000189,ACCT200746,2025-05-15,Transfer,1423.13,USD,14218.15,ATM
TXN000000190,ACCT202526,2025-12-25,Withdrawal,2934.24,USD,49755.02,Online
TXN000000191,ACCT202046,2026-06-17,Payment,3453.35,USD,46832.66,Online
TXN000000192,ACCT202610,2025-05-16,Transfer,3598.21,USD,14633.41,Online
TXN000000193,ACCT200026,2025-08-30,Deposit,4230.59,USD,49239.5,Mobile
TXN000000194,ACCT201510,2025-11-22,Deposit,4748.77,USD,3479.66,Online
TXN000000195,ACCT200708,2026-03-09,Transfer,4039.61,USD,5293.06,Branch
TXN000000196,ACCT200257,2026-01-06,Deposit,3034.86,USD,43933.2,ATM
TXN000000197,ACCT202567,2024-12-08,Withdrawal,467.56,USD,18857.82,Branch
TXN000000198,ACCT200368,2025-07-26,Withdrawal,2079.76,USD,24476.89,Online
TXN000000199,ACCT202264,2025-01-14,Withdrawal,126.01,EUR,8252.96,Online
TXN000000200,ACCT202124,2025-02-11,Transfer,3327.46,USD,8847.06,Online
TXN000000201,ACCT201433,2024-11-29,Withdrawal,1607.64,USD,37341.33,Online
TXN000000202,ACCT202571,2025-08-31,Deposit,682.65,USD,7737.75,ATM
TXN000000203,ACCT200133,2025-10-01,Withdrawal,3094.96,USD,25546.41,Mobile
TXN000000204,ACCT202743,2026-05-27,Transfer,1915.15,USD,32883.89,Online
TXN000000205,ACCT200418,2024-09-04,Withdrawal,2749.12,CAD,9082.63,Online
TXN000000206,ACCT200495,2025-12-10,Transfer,881.87,USD,22858.34,Online
TXN000000207,ACCT201814,2026-04-09,Transfer,3642.88,USD,46289.75,ATM
TXN000000208,ACCT200762,2025-02-12,Payment,4630.81,USD,16291.13,Online
TXN000000209,ACCT202361,2024-11-30,Payment,4548.66,USD,10704.92,Online
TXN000000210,ACCT200701,2025-05-25,Payment,3665.36,USD,39970.15,ATM
TXN000000211,ACCT202396,2025-09-15,Deposit,1519.48,USD,27656.82,Branch
TXN000000212,ACCT200682,2025-03-30,Withdrawal,1821.64,USD,48207.58,Mobile
TXN000000213,ACCT202212,2026-02-14,Deposit,2781.94,USD,15403.07,Online
TXN000000214,ACCT202003,2026-01-04,Transfer,2317.82,USD,37183.0,Online
TXN000000215,ACCT200661,2025-03-04,Payment,1452.76,USD,47094.92,ATM
TXN000000216,ACCT201069,2025-03-03,Payment,2890.16,USD,47653.87,Online
TXN000000217,ACCT200477,2025-05-23,Deposit,2236.9,USD,41243.45,Mobile
TXN000000218,ACCT201797,2026-04-21,Deposit,2857.36,USD,22007.09,Online
TXN000000219,ACCT201356,2024-07-23,Deposit,4505.86,USD,23425.55,ATM
TXN000000220,ACCT202038,2025-11-22,Transfer,1075.11,USD,35395.93,Mobile
TXN000000221,ACCT200566,2025-12-11,Withdrawal,2793.77,USD,45749.04,Online
TXN000000222,ACCT200611,2025-11-22,Deposit,3377.73,USD,48604.26,Branch
TXN000000223,ACCT201492,2026-01-27,Withdrawal,3953.98,USD,43148.91,ATM
TXN000000224,ACCT200709,2025-12-16,Deposit,227.11,USD,38049.84,Online
TXN000000225,ACCT201907,2025-05-30,Withdrawal,2532.05,USD,28446.07,Online
TXN000000226,ACCT200862,2025-08-18,Transfer,3611.61,GBP,43925.76,ATM
TXN000000227,ACCT201463,2025-09-03,Deposit,3188.95,USD,19717.29,Branch
TXN000000228,ACCT200165,2025-10-10,Deposit,1394.26,USD,15105.18,Mobile
TXN000000229,ACCT202643,2025-04-04,Deposit,2865.47,USD,39712.43,Online
TXN000000230,ACCT201885,2026-07-19,Deposit,4176.74,USD,8150.24,Online
TXN000000231,ACCT202336,2025-08-18,Payment,4338.62,USD,1142.03,Branch
TXN000000232,ACCT202364,2025-11-03,Deposit,4634.67,USD,47091.38,Mobile
TXN000000233,ACCT202719,2025-11-05,Deposit,1517.44,USD,23898.44,ATM
TXN000000234,ACCT202094,2026-03-21,Deposit,3062.34,USD,9816.63,Branch
TXN000000235,ACCT201702,2026-05-30,Payment,417.83,USD,34338.68,Online
TXN000000236,ACCT202493,2025-01-22,Payment,730.19,USD,2420.82,Online
TXN000000237,ACCT200621,2024-11-11,Deposit,791.24,USD,43336.54,Mobile
TXN000000238,ACCT201885,2024-09-13,Withdrawal,3764.54,USD,6981.75,Branch
TXN000000239,ACCT202758,2025-11-17,Deposit,567.98,USD,20134.81,Branch
TXN000000240,ACCT200740,2024-09-18,Deposit,3089.45,USD,1595.87,Branch
TXN000000241,ACCT201404,2025-12-24,Transfer,4628.03,USD,37997.6,Mobile
TXN000000242,ACCT200810,2026-04-24,Payment,3735.13,USD,10704.46,Online
TXN000000243,ACCT200788,2026-04-13,Withdrawal,1689.88,USD,26807.42,ATM
TXN000000244,ACCT201865,2026-02-16,Transfer,3327.39,GBP,15073.26,ATM
TXN000000245,ACCT200612,2025-01-15,Transfer,1413.81,GBP,5022.93,Online
TXN000000246,ACCT202287,2024-12-14,Transfer,3128.62,USD,7030.56,Online
TXN000000247,ACCT200035,2026-02-10,Withdrawal,1636.56,USD,6731.71,ATM
TXN000000248,ACCT201538,2024-08-14,Deposit,4200.76,USD,29570.06,Mobile
TXN000000249,ACCT201502,2026-07-06,Payment,1753.13,EUR,19024.78,Mobile
TXN000000250,ACCT202683,2025-02-21,Deposit,4653.85,USD,35783.67,ATM
TXN000000251,ACCT201414,2025-03-08,Deposit,3474.33,USD,24827.9,Branch
TXN000000252,ACCT200398,2024-10-27,Deposit,2271.4,USD,7093.95,Online
TXN000000253,ACCT201470,2024-10-02,Withdrawal,2700.5,USD,19368.44,Mobile
TXN000000254,ACCT200533,2025-07-27,Deposit,140.08,USD,47075.63,Mobile
TXN000000255,ACCT200639,2025-11-02,Deposit,4950.55,USD,46509.26,Online
TXN000000256,ACCT201482,2025-03-30,Transfer,2399.16,USD,27876.42,Online
TXN000000257,ACCT200681,2024-12-31,Withdrawal,312.29,USD,35942.05,Mobile
TXN000000258,ACCT201766,2025-03-10,Withdrawal,2956.11,USD,20617.06,Branch
TXN000000259,ACCT201152,2026-01-08,Withdrawal,4726.04,CAD,5351.98,Online
TXN000000260,ACCT200649,2025-09-07,Payment,3423.82,USD,32102.05,Online
TXN000000261,ACCT201169,2026-03-18,Deposit,297.95,USD,843.01,Online
TXN000000262,ACCT201661,2025-04-15,Payment,2824.32,USD,38420.62,Online
TXN000000263,ACCT201733,2025-06-09,Payment,1544.76,USD,3244.12,Online
TXN000000264,ACCT202773,2025-02-01,Transfer,1743.42,USD,14252.18,Mobile
TXN000000265,ACCT201008,2026-05-27,Deposit,4208.69,CAD,6842.96,Mobile
TXN000000266,ACCT201891,2025-04-18,Withdrawal,557.25,USD,27747.07,Mobile
TXN000000267,ACCT202106,2026-02-22,Deposit,1040.06,USD,40304.84,Mobile
TXN000000268,ACCT201689,2024-07-31,Withdrawal,506.38,USD,19931.92,Mobile
TXN000000269,ACCT200368,2025-02-25,Withdrawal,2121.91,USD,2131.17,Branch
TXN000000270,ACCT200399,2025-03-20,Payment,3352.62,USD,22388.06,Branch
TXN000000271,ACCT200124,2025-06-08,Payment,545.37,USD,17135.95,Branch
TXN000000272,ACCT200345,2024-11-28,Deposit,217.04,USD,22648.16,Online
TXN000000273,ACCT201892,2025-02-06,Transfer,1664.04,USD,48438.77,Mobile
TXN000000274,ACCT201178,2024-08-09,Withdrawal,2655.82,USD,13777.39,Online
TXN000000275,ACCT201640,2026-05-17,Deposit,3521.8,USD,1239.51,ATM
TXN000000276,ACCT200744,2026-03-15,Withdrawal,4297.73,USD,33818.31,Online
TXN000000277,ACCT201759,2025-03-18,Withdrawal,2483.39,USD,10228.09,ATM
TXN000000278,ACCT201367,2026-01-04,Deposit,3356.9,USD,43608.4,Online
TXN000000279,ACCT201648,2026-03-07,Deposit,4050.28,GBP,46937.02,Mobile
TXN000000280,ACCT201791,2026-03-01,Payment,2186.86,USD,7445.68,Online
TXN000000281,ACCT200262,2025-12-07,Withdrawal,4154.31,EUR,34973.86,Online
TXN000000282,ACCT200131,2025-03-04,Deposit,1333.69,USD,20740.2,Branch
TXN000000283,ACCT201353,2026-06-19,Transfer,129.54,USD,3390.56,Branch
TXN000000284,ACCT201830,2024-10-03,Withdrawal,3334.35,USD,6216.17,Online
TXN000000285,ACCT200080,2025-05-31,Transfer,1317.16,USD,11797.6,Mobile
TXN000000286,ACCT202261,2026-07-14,Deposit,3575.94,USD,37864.36,Mobile
TXN000000287,ACCT202584,2025-01-04,Transfer,2872.97,USD,15752.35,ATM
TXN000000288,ACCT200269,2024-09-30,Withdrawal,864.74,EUR,12776.08,ATM
TXN000000289,ACCT200155,2025-06-15,Payment,1491.66,USD,41506.55,Mobile
TXN000000290,ACCT201617,2026-02-03,Transfer,2648.29,USD,24641.22,Online
TXN000000291,ACCT200266,2025-12-15,Deposit,2953.63,USD,34257.79,Mobile
TXN000000292,ACCT201565,2026-01-28,Transfer,3750.78,EUR,5102.77,Mobile
TXN000000293,ACCT200407,2026-01-31,Deposit,2427.35,USD,47627.32,Online
TXN000000294,ACCT202338,2026-02-24,Deposit,1170.33,USD,8709.77,Online
TXN000000295,ACCT200749,2025-05-17,Deposit,3445.98,USD,25769.41,ATM
TXN000000296,ACCT201184,2026-03-09,Withdrawal,4560.29,USD,49783.53,Online
TXN000000297,ACCT200060,2026-02-26,Deposit,4113.62,USD,13205.69,Mobile
TXN000000298,ACCT202704,2025-03-01,Deposit,1075.64,USD,2549.04,Online
TXN000000299,ACCT202214,2026-05-07,Payment,532.93,USD,20537.1,Mobile
TXN000000300,ACCT202706,2024-10-02,Transfer,142.01,USD,40162.48,ATM
TXN000000301,ACCT200389,2025-08-03,Payment,4510.17,USD,27287.38,Mobile
TXN000000302,ACCT200342,2024-09-01,Deposit,3423.31,USD,37546.28,ATM
TXN000000303,ACCT202439,2024-08-31,Withdrawal,4965.29,USD,29235.65,Mobile
TXN000000304,ACCT200458,2024-09-07,Deposit,2225.06,USD,1120.66,Mobile
TXN000000305,ACCT202062,2025-01-08,Transfer,4823.09,USD,46390.17,ATM
TXN000000306,ACCT200289,2025-01-07,Payment,4640.74,USD,44708.18,Online
TXN000000307,ACCT200566,2025-06-28,Deposit,605.61,USD,47340.16,Mobile
TXN000000308,ACCT202137,2025-10-19,Withdrawal,4635.88,USD,28554.38,Online
TXN000000309,ACCT202076,2024-08-02,Withdrawal,4662.87,USD,26954.99,Branch
TXN000000310,ACCT200105,2025-02-05,Deposit,238.88,USD,23715.38,Online
TXN000000311,ACCT200383,2026-05-01,Payment,903.25,USD,9445.72,ATM
TXN000000312,ACCT201226,2026-06-06,Withdrawal,462.06,USD,32397.6,Branch
TXN000000313,ACCT200646,2025-06-28,Withdrawal,2500.92,EUR,40857.11,Online
TXN000000314,ACCT200677,2025-02-12,Withdrawal,2120.26,USD,45190.58,Online
TXN000000315,ACCT201606,2026-04-01,Withdrawal,4995.25,USD,46510.75,Online
TXN000000316,ACCT202602,2024-10-26,Deposit,220.46,USD,17732.06,Mobile
TXN000000317,ACCT201059,2024-10-19,Payment,446.74,USD,29048.74,Branch
TXN000000318,ACCT201749,2024-11-01,Deposit,4498.44,USD,32116.34,Online
TXN000000319,ACCT201163,2026-02-22,Transfer,4043.36,USD,27660.57,Online
TXN000000320,ACCT201545,2026-06-27,Withdrawal,3896.26,USD,23011.97,Mobile
