order_id,customer_id,product_id,order_date,quantity,unit_price,discount_pct,order_status,channel
ORD900246,CUST101637,PROD700053,2025-10-03,5,143.47,15,Delivered,In-Store
ORD900247,CUST100063,PROD700016,2024-11-03,2,402.47,0,Shipped,Online
ORD900248,CUST100797,PROD700136,2024-11-10,2,664.61,0,Delivered,Online
ORD900249,CUST100556,PROD700078,2026-02-25,3,519.85,0,Delivered,Online
ORD900250,CUST101947,PROD700060,2025-12-18,3,102.27,0,Delivered,Online
ORD900251,CUST100076,PROD700044,2025-12-05,1,298.6,10,Delivered,Mobile App
ORD900252,CUST100988,PROD700113,2026-07-13,5,422.32,15,Placed,Online
ORD900253,CUST101072,PROD700087,2026-06-07,4,133.01,0,Delivered,Online
ORD900254,CUST100271,PROD700025,2024-12-15,5,218.09,0,Delivered,Online
ORD900255,CUST100636,PROD700099,2025-11-14,5,49.16,15,Shipped,In-Store
ORD900256,CUST101821,PROD700152,2026-05-06,1,233.11,0,Delivered,Online
ORD900257,CUST100639,PROD700079,2025-06-20,1,133.49,5,Delivered,Online
ORD900258,CUST101090,PROD700051,2025-06-08,2,867.0,0,Shipped,Online
ORD900259,CUST100560,PROD700030,2025-04-28,3,22.26,0,Shipped,Mobile App
ORD900260,CUST101111,PROD700143,2024-11-05,5,89.59,0,Shipped,Online
ORD900261,CUST100350,PROD700036,2025-09-08,3,474.97,0,Delivered,In-Store
ORD900262,CUST100266,PROD700086,2025-11-26,5,213.12,0,Delivered,Mobile App
ORD900263,CUST100176,PROD700012,2025-05-02,1,511.65,0,Delivered,Online
ORD900264,CUST101413,PROD700152,2026-01-18,5,233.11,5,Delivered,In-Store
ORD900265,CUST101460,PROD700079,2024-10-11,3,133.49,10,Delivered,Mobile App
ORD900266,CUST100190,PROD700020,2025-11-30,4,35.61,10,Delivered,Mobile App
ORD900267,CUST101401,PROD700119,2025-02-08,1,270.38,5,Delivered,In-Store
ORD900268,CUST100294,PROD700120,2024-10-12,2,118.81,10,Returned,In-Store
ORD900269,CUST101878,PROD700093,2025-10-25,4,145.16,5,Shipped,In-Store
ORD900270,CUST100133,PROD700083,2024-07-22,4,403.0,0,Delivered,Online
ORD900271,CUST100713,PROD700118,2025-08-24,2,47.93,5,Shipped,Online
ORD900272,CUST101631,PROD700026,2026-03-02,4,311.22,0,Delivered,In-Store
ORD900273,CUST100820,PROD700018,2026-05-08,3,554.12,5,Delivered,Online
ORD900274,CUST100987,PROD700062,2026-07-06,5,265.13,0,Shipped,Online
ORD900275,CUST100891,PROD700151,2024-12-09,4,655.42,5,Delivered,Online
ORD900276,CUST100159,PROD700060,2026-03-10,2,102.27,5,Delivered,In-Store
ORD900277,CUST100948,PROD700124,2025-07-04,1,466.53,0,Delivered,Online
ORD900278,CUST100831,PROD700113,2025-02-23,2,422.32,0,Delivered,Online
ORD900279,CUST101320,PROD700152,2025-03-25,4,233.11,5,Delivered,Online
ORD900280,CUST101302,PROD700035,2025-12-14,5,388.41,10,Cancelled,In-Store
ORD900281,CUST100798,PROD700038,2025-07-08,4,252.24,5,Delivered,Online
ORD900282,CUST101626,PROD700052,2025-02-20,3,675.95,15,Shipped,Online
ORD900283,CUST101193,PROD700111,2025-05-07,3,620.48,0,Returned,Mobile App
ORD900284,CUST100127,PROD700103,2025-06-06,2,730.15,0,Cancelled,Online
ORD900285,CUST101680,PROD700013,2025-04-19,1,365.04,20,Delivered,Online
ORD900286,CUST101438,PROD700072,2026-05-18,1,237.67,5,Shipped,In-Store
ORD900287,CUST101116,PROD700097,2026-06-13,4,195.74,0,Delivered,Online
ORD900288,CUST101727,PROD700035,2025-10-16,2,388.41,15,Delivered,Mobile App
ORD900289,CUST101372,PROD700039,2025-12-09,3,241.26,0,Returned,Online
ORD900290,CUST100996,PROD700004,2026-02-27,2,678.25,5,Delivered,Mobile App
ORD900291,CUST101650,PROD700034,2025-11-03,1,542.39,0,Shipped,Online
ORD900292,CUST100930,PROD700154,2024-11-15,4,236.26,0,Delivered,In-Store
ORD900293,CUST100380,PROD700115,2025-05-06,4,332.94,0,Delivered,Online
ORD900294,CUST100551,PROD700127,2024-08-04,2,727.99,0,Delivered,Online
ORD900295,CUST101163,PROD700093,2025-08-04,1,145.16,0,Returned,Online
ORD900296,CUST100163,PROD700148,2025-06-20,4,564.53,0,Returned,In-Store
ORD900297,CUST101071,PROD700071,2026-05-29,4,616.23,10,Delivered,Online
ORD900298,CUST101104,PROD700120,2024-12-16,1,118.81,10,Delivered,Online
ORD900299,CUST100022,PROD700013,2025-01-14,3,365.04,0,Delivered,Online
ORD900300,CUST100862,PROD700120,2025-07-25,5,118.81,0,Delivered,Mobile App
ORD900301,CUST101423,PROD700075,2026-04-29,3,364.36,15,Shipped,In-Store
ORD900302,CUST100969,PROD700144,2026-01-08,3,118.57,5,Placed,In-Store
ORD900303,CUST100992,PROD700074,2026-04-02,5,340.42,0,Placed,Online
ORD900304,CUST100575,PROD700071,2025-01-17,3,616.23,0,Shipped,Online
ORD900305,CUST101211,PROD700028,2025-06-09,5,117.87,5,Shipped,In-Store
ORD900306,CUST101435,PROD700094,2025-03-03,2,318.45,0,Shipped,Online
ORD900307,CUST100172,PROD700135,2026-05-10,1,239.51,15,Delivered,In-Store
ORD900308,CUST100845,PROD700039,2026-03-15,4,241.26,10,Delivered,Online
ORD900309,CUST101503,PROD700112,2024-12-25,2,306.19,10,Shipped,Online
ORD900310,CUST100950,PROD700067,2025-05-08,1,10.51,0,Placed,Online
ORD900311,CUST101445,PROD700136,2026-02-28,2,664.61,0,Delivered,Online
ORD900312,CUST101898,PROD700135,2025-01-17,4,239.51,10,Placed,Online
ORD900313,CUST100084,PROD700080,2025-08-10,5,250.1,0,Delivered,Online
ORD900314,CUST101335,PROD700090,2024-10-17,4,519.7,10,Delivered,Online
ORD900315,CUST101196,PROD700068,2024-12-09,1,392.71,0,Shipped,In-Store
ORD900316,CUST101064,PROD700061,2024-10-06,5,272.03,0,Delivered,In-Store
ORD900317,CUST101377,PROD700046,2025-03-05,3,585.39,0,Delivered,Online
ORD900318,CUST101403,PROD700105,2025-05-24,1,290.44,0,Delivered,Online
ORD900319,CUST100048,PROD700072,2025-01-27,3,237.67,5,Shipped,Online
ORD900320,CUST101306,PROD700152,2024-09-01,2,233.11,0,Returned,Mobile App
ORD900321,CUST101344,PROD700022,2025-08-13,5,486.05,10,Shipped,In-Store
ORD900322,CUST100518,PROD700047,2024-09-06,1,205.05,0,Delivered,In-Store
ORD900323,CUST100566,PROD700019,2025-12-07,4,57.17,10,Cancelled,In-Store
ORD900324,CUST100151,PROD700082,2026-05-24,3,208.24,0,Shipped,Online
ORD900325,CUST100528,PROD700099,2024-09-05,3,49.16,15,Returned,Online
ORD900326,CUST101901,PROD700112,2025-11-06,1,306.19,0,Delivered,Online
ORD900327,CUST101574,PROD700125,2025-04-03,1,240.64,0,Shipped,In-Store
ORD900328,CUST100211,PROD700027,2025-09-07,4,622.44,0,Delivered,Online
ORD900329,CUST101019,PROD700064,2024-12-29,4,555.35,0,Placed,In-Store
ORD900330,CUST101433,PROD700009,2026-04-08,4,821.75,0,Shipped,Online
